Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Lesotho,17 000 ,13 000 , 23 000,,29 000 ,23 000 , 36 000,,46 000 ,38 000 , 55 000,,69 000 ,58 000 , 81 000,,97 000 ,83 000 , 110 000,,130 000 ,110 000 , 150 000,,150 000 ,140 000 , 170 000,,180 000 ,160 000 , 200 000,,190 000 ,170 000 , 220 000,,210 000 ,190 000 , 230 000,,220 000 ,200 000 , 240 000,,230 000 ,210 000 , 250 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 270 000,,250 000 ,230 000 , 270 000,,250 000 ,230 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 290 000,,270 000 ,250 000 , 290 000,,270 000 ,260 000 , 300 000,,280 000 ,260 000 , 310 000,,290 000 ,270 000 , 320 000,,290 000 ,270 000 , 320 000,,290 000 ,270 000 , 320 000,,300 000 ,270 000 , 330 000,,300 000 ,280 000 , 330 000,,300 000 ,270 000 , 330 000,,290 000 ,270 000 , 330 000,,290 000 ,270 000 , 330 000,,290 000 ,270 000 , 320 000,,280 000 ,260 000 , 320 000,,280 000 ,260 000 , 320 000,,270 000 ,260 000 , 310 000,,270 000 ,250 000 , 310 000,
Liberia,21 000 ,9900 , 41 000,,27 000 ,14 000 , 48 000,,31 000 ,16 000 , 52 000,,34 000 ,20 000 , 52 000,,34 000 ,22 000 , 48 000,,36 000 ,25 000 , 50 000,,37 000 ,26 000 , 49 000,,43 000 ,32 000 , 57 000,,46 000 ,35 000 , 59 000,,47 000 ,37 000 , 59 000,,47 000 ,39 000 , 58 000,,47 000 ,40 000 , 57 000,,46 000 ,39 000 , 55 000,,44 000 ,38 000 , 52 000,,43 000 ,37 000 , 50 000,,43 000 ,38 000 , 51 000,,43 000 ,39 000 , 50 000,,43 000 ,39 000 , 50 000,,43 000 ,38 000 , 49 000,,42 000 ,37 000 , 49 000,,41 000 ,36 000 , 48 000,,42 000 ,37 000 , 49 000,,41 000 ,36 000 , 48 000,,40 000 ,35 000 , 47 000,,39 000 ,34 000 , 46 000,,38 000 ,33 000 , 45 000,,37 000 ,32 000 , 44 000,,36 000 ,31 000 , 43 000,,35 000 ,31 000 , 43 000,,35 000 ,30 000 , 42 000,,35 000 ,29 000 , 42 000,,34 000 ,29 000 , 42 000,,34 000 ,29 000 , 42 000,,34 000 ,28 000 , 42 000,
Libya,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,1000 ,<1000 , 1100,,1300 ,1100 , 1400,,1500 ,1400 , 1700,,1800 ,1600 , 2000,,2100 ,1900 , 2300,,2400 ,2200 , 2600,,2800 ,2500 , 3000,,3100 ,2900 , 3400,,3500 ,3300 , 3800,,3900 ,3600 , 4200,,4300 ,4000 , 4600,,3900 ,3700 , 4100,,4200 ,3900 , 4400,,4500 ,4300 , 4800,,4800 ,4500 , 5100,,5100 ,4800 , 5400,,5300 ,5000 , 5600,,5600 ,5200 , 5900,,5800 ,5400 , 6200,,6000 ,5600 , 6400,,6200 ,5700 , 6700,,6400 ,5900 , 6900,,6600 ,6000 , 7200,,6700 ,6100 , 7400,
Lithuania,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1200,,1100 ,<1000 , 1300,,1200 ,<1000 , 1400,,1200 ,1100 , 1400,,1300 ,1100 , 1500,,1400 ,1200 , 1600,,1500 ,1300 , 1700,,1600 ,1400 , 1700,,1700 ,1500 , 1800,,1700 ,1600 , 1900,,1800 ,1700 , 2000,,2000 ,1800 , 2100,,2100 ,1900 , 2300,,2200 ,2000 , 2400,,2300 ,2100 , 2500,,2400 ,2200 , 2700,,2600 ,2400 , 2800,,2700 ,2500 , 2900,,2800 ,2600 , 3100,,3000 ,2700 , 3300,,3100 ,2800 , 3400,,3300 ,2900 , 3600,,3400 ,3000 , 3800,,3500 ,3000 , 4000,,3600 ,3000 , 4300,,3600 ,3000 , 4400,
Luxembourg,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1200,,1100 ,<1000 , 1200,,1200 ,1000 , 1300,,1200 ,1100 , 1400,,1300 ,1100 , 1400,,1300 ,1200 , 1500,,1400 ,1200 , 1500,,1500 ,1300 , 1700,,1600 ,1400 , 1800,
Madagascar,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<1000 ,<200 , 1300,,<1000 ,<500 , 1700,,<1000 ,<500 , 2100,,1100 ,<500 , 2600,,1400 ,<1000 , 3200,,1700 ,<1000 , 3900,,2200 ,<1000 , 4600,,2800 ,1300 , 5800,,3500 ,1800 , 7200,,4500 ,2300 , 8700,,5700 ,3000 , 11 000,,7100 ,4000 , 13 000,,8800 ,5200 , 16 000,,11 000 ,6800 , 18 000,,13 000 ,8400 , 20 000,,15 000 ,10 000 , 22 000,,18 000 ,13 000 , 24 000,,20 000 ,15 000 , 26 000,,23 000 ,17 000 , 29 000,,25 000 ,19 000 , 31 000,,28 000 ,22 000 , 34 000,,30 000 ,24 000 , 37 000,,33 000 ,25 000 , 40 000,,36 000 ,28 000 , 45 000,,39 000 ,30 000 , 49 000,,43 000 ,33 000 , 55 000,,47 000 ,36 000 , 61 000,,51 000 ,39 000 , 69 000,,57 000 ,43 000 , 77 000,,62 000 ,48 000 , 87 000,,69 000 ,53 000 , 96 000,,76 000 ,58 000 , 110 000,
Malawi,430 000 ,360 000 , 490 000,,520 000 ,450 000 , 580 000,,610 000 ,550 000 , 680 000,,680 000 ,620 000 , 760 000,,730 000 ,660 000 , 800 000,,790 000 ,730 000 , 870 000,,850 000 ,790 000 , 920 000,,890 000 ,830 000 , 960 000,,920 000 ,860 000 , 1 000 000,,940 000 ,870 000 , 1 000 000,,950 000 ,880 000 , 1 000 000,,950 000 ,880 000 , 1 000 000,,940 000 ,880 000 , 1 000 000,,930 000 ,870 000 , 1 000 000,,920 000 ,860 000 , 980 000,,910 000 ,860 000 , 970 000,,900 000 ,850 000 , 960 000,,900 000 ,850 000 , 960 000,,910 000 ,860 000 , 970 000,,920 000 ,870 000 , 980 000,,930 000 ,880 000 , 990 000,,940 000 ,900 000 , 1 000 000,,960 000 ,910 000 , 1 000 000,,970 000 ,930 000 , 1 000 000,,990 000 ,940 000 , 1 100 000,,1 000 000 ,950 000 , 1 100 000,,1 000 000 ,960 000 , 1 100 000,,1 000 000 ,960 000 , 1 100 000,,1 000 000 ,960 000 , 1 100 000,,1 000 000 ,960 000 , 1 100 000,,1 000 000 ,950 000 , 1 100 000,,1 000 000 ,950 000 , 1 100 000,,990 000 ,940 000 , 1 100 000,,980 000 ,930 000 , 1 100 000,
Malaysia,23 000 ,19 000 , 27 000,,29 000 ,23 000 , 33 000,,33 000 ,27 000 , 38 000,,36 000 ,30 000 , 42 000,,39 000 ,32 000 , 46 000,,42 000 ,35 000 , 49 000,,45 000 ,37 000 , 51 000,,47 000 ,39 000 , 54 000,,49 000 ,41 000 , 56 000,,51 000 ,43 000 , 59 000,,53 000 ,45 000 , 61 000,,55 000 ,47 000 , 62 000,,57 000 ,48 000 , 64 000,,59 000 ,50 000 , 66 000,,61 000 ,52 000 , 69 000,,63 000 ,54 000 , 71 000,,65 000 ,56 000 , 73 000,,67 000 ,59 000 , 75 000,,69 000 ,61 000 , 77 000,,72 000 ,64 000 , 80 000,,74 000 ,66 000 , 81 000,,76 000 ,68 000 , 83 000,,77 000 ,70 000 , 84 000,,79 000 ,71 000 , 86 000,,80 000 ,72 000 , 87 000,,81 000 ,73 000 , 88 000,,82 000 ,74 000 , 89 000,,83 000 ,75 000 , 91 000,,84 000 ,76 000 , 92 000,,84 000 ,76 000 , 92 000,,85 000 ,77 000 , 93 000,,85 000 ,77 000 , 94 000,,85 000 ,77 000 , 94 000,,85 000 ,77 000 , 94 000,
Maldives,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mali,49 000 ,22 000 , 110 000,,59 000 ,30 000 , 120 000,,69 000 ,39 000 , 120 000,,77 000 ,48 000 , 130 000,,85 000 ,57 000 , 130 000,,91 000 ,63 000 , 130 000,,96 000 ,70 000 , 130 000,,100 000 ,78 000 , 130 000,,100 000 ,83 000 , 130 000,,110 000 ,87 000 , 130 000,,110 000 ,91 000 , 130 000,,110 000 ,93 000 , 130 000,,110 000 ,94 000 , 130 000,,110 000 ,95 000 , 130 000,,110 000 ,95 000 , 130 000,,110 000 ,95 000 , 130 000,,110 000 ,96 000 , 130 000,,110 000 ,97 000 , 130 000,,110 000 ,98 000 , 130 000,,120 000 ,99 000 , 130 000,,120 000 ,100 000 , 130 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,99 000 , 150 000,
Malta,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,
Mauritania,1700 ,<1000 , 3600,,2300 ,1200 , 4300,,2900 ,1700 , 5000,,3600 ,2200 , 5600,,4300 ,2900 , 6300,,5100 ,3600 , 6900,,5900 ,4300 , 7600,,6600 ,5100 , 8200,,7300 ,5800 , 8900,,7900 ,6500 , 9700,,8500 ,7000 , 10 000,,9000 ,7500 , 11 000,,9300 ,7900 , 11 000,,9500 ,8100 , 11 000,,9700 ,8300 , 11 000,,9700 ,8400 , 11 000,,9600 ,8300 , 11 000,,9500 ,8200 , 11 000,,9300 ,8000 , 11 000,,9100 ,7800 , 11 000,,8800 ,7500 , 10 000,,8500 ,7200 , 10 000,,8200 ,6900 , 9700,,7900 ,6700 , 9400,,7600 ,6400 , 9000,,7300 ,6200 , 8700,,7000 ,6000 , 8500,,6800 ,5800 , 8300,,6600 ,5700 , 8200,,6500 ,5600 , 8000,,6400 ,5500 , 8000,,6300 ,5400 , 8000,,6300 ,5400 , 8000,,6400 ,5400 , 8100,
Mauritius,<100 ,<100 , <1000,,<200 ,<100 , <1000,,<500 ,<100 , 1300,,<500 ,<100 , 1500,,<1000 ,<200 , 1600,,<1000 ,<500 , 1900,,1200 ,<500 , 2300,,1500 ,<1000 , 2700,,2100 ,<1000 , 3300,,3000 ,1600 , 4200,,4000 ,2500 , 5200,,5000 ,3600 , 6400,,5900 ,4400 , 7300,,6700 ,5200 , 8100,,7300 ,5800 , 8700,,7800 ,6500 , 9100,,8200 ,7000 , 9500,,8600 ,7500 , 9800,,8900 ,7900 , 10 000,,9300 ,8300 , 10 000,,9600 ,8500 , 11 000,,9800 ,8800 , 11 000,,10 000 ,9100 , 11 000,,10 000 ,9300 , 12 000,,11 000 ,9600 , 12 000,,11 000 ,9800 , 12 000,,11 000 ,9900 , 13 000,,11 000 ,10 000 , 13 000,,11 000 ,10 000 , 13 000,,12 000 ,10 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,13 000 ,11 000 , 15 000,
Mexico,31 000 ,16 000 , 43 000,,39 000 ,23 000 , 50 000,,47 000 ,34 000 , 57 000,,54 000 ,45 000 , 64 000,,62 000 ,54 000 , 71 000,,70 000 ,63 000 , 79 000,,78 000 ,70 000 , 86 000,,85 000 ,78 000 , 93 000,,93 000 ,85 000 , 100 000,,100 000 ,92 000 , 110 000,,110 000 ,99 000 , 120 000,,110 000 ,110 000 , 120 000,,120 000 ,110 000 , 130 000,,130 000 ,120 000 , 140 000,,140 000 ,130 000 , 150 000,,150 000 ,140 000 , 160 000,,160 000 ,150 000 , 170 000,,170 000 ,160 000 , 180 000,,180 000 ,170 000 , 190 000,,190 000 ,180 000 , 210 000,,210 000 ,190 000 , 220 000,,220 000 ,200 000 , 230 000,,230 000 ,210 000 , 250 000,,250 000 ,230 000 , 260 000,,260 000 ,240 000 , 280 000,,270 000 ,250 000 , 290 000,,290 000 ,260 000 , 310 000,,300 000 ,270 000 , 330 000,,320 000 ,290 000 , 340 000,,330 000 ,300 000 , 360 000,,340 000 ,310 000 , 380 000,,360 000 ,320 000 , 400 000,,370 000 ,330 000 , 410 000,,380 000 ,330 000 , 430 000,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Montenegro,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,
Morocco,2100 ,1200 , 4800,,2500 ,1600 , 5300,,3100 ,2000 , 5800,,3700 ,2400 , 6400,,4300 ,2900 , 7100,,5000 ,3500 , 7700,,5800 ,4200 , 8400,,6600 ,4900 , 9100,,7500 ,5700 , 9800,,8400 ,6600 , 11 000,,9300 ,7500 , 11 000,,10 000 ,8400 , 12 000,,11 000 ,9200 , 13 000,,12 000 ,10 000 , 14 000,,13 000 ,11 000 , 15 000,,14 000 ,12 000 , 16 000,,15 000 ,13 000 , 17 000,,15 000 ,14 000 , 17 000,,16 000 ,14 000 , 18 000,,17 000 ,15 000 , 18 000,,17 000 ,16 000 , 19 000,,18 000 ,16 000 , 20 000,,18 000 ,17 000 , 20 000,,19 000 ,17 000 , 21 000,,19 000 ,17 000 , 21 000,,19 000 ,18 000 , 21 000,,20 000 ,18 000 , 22 000,,20 000 ,19 000 , 23 000,,21 000 ,19 000 , 23 000,,21 000 ,19 000 , 24 000,,22 000 ,20 000 , 24 000,,22 000 ,20 000 , 25 000,,23 000 ,21 000 , 25 000,,23 000 ,21 000 , 26 000,
Mozambique,110 000 ,84 000 , 150 000,,150 000 ,110 000 , 190 000,,200 000 ,150 000 , 240 000,,250 000 ,210 000 , 300 000,,320 000 ,270 000 , 380 000,,400 000 ,340 000 , 460 000,,480 000 ,430 000 , 550 000,,570 000 ,500 000 , 650 000,,660 000 ,590 000 , 740 000,,760 000 ,680 000 , 840 000,,850 000 ,770 000 , 940 000,,940 000 ,850 000 , 1 000 000,,1 000 000 ,930 000 , 1 100 000,,1 100 000 ,1 000 000 , 1 200 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 300 000 ,1 200 000 , 1 400 000,,1 400 000 ,1 300 000 , 1 500 000,,1 400 000 ,1 300 000 , 1 500 000,,1 500 000 ,1 400 000 , 1 600 000,,1 600 000 ,1 500 000 , 1 700 000,,1 600 000 ,1 500 000 , 1 800 000,,1 700 000 ,1 600 000 , 1 800 000,,1 800 000 ,1 700 000 , 1 900 000,,1 900 000 ,1 800 000 , 2 000 000,,2 000 000 ,1 900 000 , 2 100 000,,2 100 000 ,1 900 000 , 2 200 000,,2 100 000 ,2 000 000 , 2 300 000,,2 200 000 ,2 100 000 , 2 400 000,,2 300 000 ,2 100 000 , 2 400 000,,2 300 000 ,2 200 000 , 2 500 000,,2 400 000 ,2 200 000 , 2 600 000,,2 400 000 ,2 300 000 , 2 600 000,,2 400 000 ,2 300 000 , 2 700 000,
Myanmar,17 000 ,15 000 , 19 000,,34 000 ,29 000 , 39 000,,51 000 ,43 000 , 59 000,,64 000 ,54 000 , 73 000,,76 000 ,65 000 , 86 000,,87 000 ,75 000 , 99 000,,99 000 ,86 000 , 110 000,,110 000 ,98 000 , 130 000,,130 000 ,110 000 , 140 000,,140 000 ,130 000 , 160 000,,160 000 ,140 000 , 180 000,,180 000 ,160 000 , 200 000,,190 000 ,170 000 , 210 000,,200 000 ,180 000 , 220 000,,210 000 ,190 000 , 240 000,,220 000 ,200 000 , 240 000,,230 000 ,200 000 , 250 000,,230 000 ,210 000 , 260 000,,240 000 ,210 000 , 260 000,,240 000 ,210 000 , 270 000,,240 000 ,220 000 , 270 000,,250 000 ,220 000 , 270 000,,250 000 ,220 000 , 280 000,,250 000 ,230 000 , 280 000,,260 000 ,230 000 , 290 000,,260 000 ,230 000 , 290 000,,260 000 ,230 000 , 300 000,,270 000 ,230 000 , 300 000,,270 000 ,230 000 , 310 000,,270 000 ,230 000 , 320 000,,270 000 ,220 000 , 320 000,,280 000 ,220 000 , 330 000,,280 000 ,220 000 , 340 000,,280 000 ,220 000 , 340 000,
Namibia,19 000 ,16 000 , 23 000,,27 000 ,23 000 , 33 000,,39 000 ,33 000 , 45 000,,53 000 ,47 000 , 62 000,,70 000 ,63 000 , 80 000,,89 000 ,81 000 , 100 000,,110 000 ,99 000 , 120 000,,130 000 ,120 000 , 140 000,,140 000 ,130 000 , 160 000,,160 000 ,150 000 , 170 000,,170 000 ,160 000 , 190 000,,180 000 ,160 000 , 190 000,,180 000 ,170 000 , 200 000,,190 000 ,170 000 , 200 000,,190 000 ,180 000 , 210 000,,190 000 ,180 000 , 210 000,,190 000 ,180 000 , 210 000,,200 000 ,180 000 , 210 000,,200 000 ,190 000 , 220 000,,210 000 ,190 000 , 220 000,,210 000 ,200 000 , 230 000,,220 000 ,200 000 , 230 000,,220 000 ,210 000 , 240 000,,220 000 ,210 000 , 240 000,,230 000 ,210 000 , 250 000,,230 000 ,210 000 , 250 000,,230 000 ,210 000 , 250 000,,230 000 ,210 000 , 250 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,
Nepal,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<500 ,<500 , <500,,<1000 ,<1000 , 1000,,1800 ,1600 , 2100,,3600 ,3200 , 4000,,6600 ,5800 , 7500,,11 000 ,9500 , 12 000,,15 000 ,13 000 , 17 000,,20 000 ,17 000 , 22 000,,23 000 ,20 000 , 26 000,,26 000 ,23 000 , 30 000,,29 000 ,26 000 , 33 000,,31 000 ,27 000 , 35 000,,33 000 ,29 000 , 37 000,,34 000 ,30 000 , 37 000,,34 000 ,30 000 , 38 000,,34 000 ,30 000 , 38 000,,34 000 ,31 000 , 38 000,,34 000 ,31 000 , 37 000,,33 000 ,30 000 , 37 000,,33 000 ,30 000 , 36 000,,32 000 ,29 000 , 35 000,,32 000 ,29 000 , 35 000,,31 000 ,29 000 , 34 000,,31 000 ,28 000 , 34 000,,31 000 ,28 000 , 33 000,,30 000 ,27 000 , 33 000,,30 000 ,27 000 , 33 000,,30 000 ,27 000 , 33 000,,30 000 ,28 000 , 33 000,,30 000 ,27 000 , 33 000,,30 000 ,27 000 , 33 000,
Netherlands,7200 ,6000 , 8500,,7200 ,6100 , 8500,,7200 ,6100 , 8500,,7300 ,6100 , 8600,,7300 ,6200 , 8600,,7400 ,6300 , 8600,,7800 ,6700 , 8900,,8400 ,7300 , 9500,,9100 ,8000 , 10 000,,9900 ,8700 , 11 000,,11 000 ,9400 , 12 000,,11 000 ,10 000 , 13 000,,12 000 ,11 000 , 14 000,,13 000 ,12 000 , 15 000,,14 000 ,13 000 , 16 000,,15 000 ,13 000 , 17 000,,16 000 ,14 000 , 18 000,,17 000 ,15 000 , 19 000,,18 000 ,16 000 , 19 000,,18 000 ,17 000 , 20 000,,19 000 ,18 000 , 21 000,,20 000 ,18 000 , 22 000,,21 000 ,19 000 , 23 000,,21 000 ,19 000 , 24 000,,22 000 ,20 000 , 24 000,,22 000 ,20 000 , 25 000,,23 000 ,21 000 , 25 000,,23 000 ,21 000 , 26 000,,24 000 ,21 000 , 26 000,,24 000 ,21 000 , 27 000,,24 000 ,21 000 , 27 000,,24 000 ,21 000 , 27 000,,25 000 ,21 000 , 28 000,,... ,... , ...,
New Zealand,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1100,,1100 ,<1000 , 1200,,1200 ,1000 , 1300,,1200 ,1100 , 1400,,1300 ,1100 , 1500,,1400 ,1200 , 1600,,1500 ,1300 , 1700,,1600 ,1400 , 1800,,1700 ,1500 , 2000,,1900 ,1600 , 2100,,2000 ,1700 , 2200,,2100 ,1800 , 2400,,2200 ,1900 , 2500,,2400 ,2000 , 2700,,2500 ,2100 , 2800,,2600 ,2200 , 3000,,2800 ,2300 , 3100,,2900 ,2500 , 3300,,3000 ,2600 , 3400,,3100 ,2700 , 3500,,3200 ,2700 , 3600,,3300 ,2800 , 3800,,3500 ,3000 , 3900,,3500 ,3000 , 4000,,3600 ,3000 , 4100,,3600 ,3000 , 4100,,3600 ,3100 , 4200,
